"Release.Date";"Season";"Episode";"Episode.Title";"Name";"Sentence"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"the dead got there first."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"the umbers?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"beric";"fighting for the night king now."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"we had to travel around them to get here. whoever's not here now is with them."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"how long do we have?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"before the sun comes up tomorrow."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"the big woman still here?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"they are coming."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"we have dragonglass and valyrian steel."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"but there are too many of them."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"far too many."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"our enemy does not tire."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"does not stop. does not feel."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"we can not beat them in a straight fight."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"so, what can we do?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"the night king made them all. they follow his command. if he falls getting to him may be our best chance."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"if that is true, he will never expose himself."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"yes, he will."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"he will come for me. he is tried before, many times, with many three-eyed ravens."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"why? what does he want?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"an endless night. he wants to erase this world, and i am  memory."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"that is what death is, is not it? forgetting. being forgotten. if we forget where we have been and what we have done, we are not men anymore. just animals. your memories do not come from books. your stories are not just stories. if i wanted to erase the world of men, i would start with you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"how will he find you?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"his mark is on me."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"he always knows where i am."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"we will put you in the crypt, where it is safest."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"no. we need to lure him into the open before his army destroys us all. i will wait for him in the godswood."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sansa stark";"you want us to use you as bait?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"we are not leaving you alone out there."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"theon greyjoy";"he will not be. i will stay with him. with the ironborn. i took this castle from you. let me defend you now."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"we will hold off the rest of them for as long as we can."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"when the time comes, ser davos and i will be on the walls, to give you the signal to light the trench."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"ser davos is perfectly capable of waving a torch on his own. you will be in the crypt."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"your grace, i have fought before, i can do it again. alongside the men and women risking their lives."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"there are thousands of them and only one of you. you can not fight as  as they can, but you can think better than any of them. you are here because of your mind. if we survive, i will need it."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"the dragons should give us an edge in the field."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"if they are in the field, they are not protecting bran. we need to be near him. not too near, or the night king will not come. but close enough to pursue him when he does."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"dragonfire will stop him?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"i do not know. no one's ever tried."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"we are all going to die."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"but at least we die together."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"let us get some rest."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"your grace."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"do you need help?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"no."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"you have had a strange journey."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"stranger than most."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i would like to hear about it."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"bran stark";"it is a long story."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"if only we  trapped in a castle, in the middle of winter, with nowhere to go."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"missandei";"hello."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"grey worm";"when daenerys takes her throne there will be no place for us here. i am loyal to my queen. i will fight for her until her enemies are defeated, but when the war is over and she has won, do you want to grow old in this place? is there nothing else you want to do, nothing else you want to see?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"missandei";"naath. i would like to see the beaches again."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"grey worm";"then i will take you there."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"missandei";"my people are peaceful. we cannot protect ourselves."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"grey worm";"my people are not peaceful. we will protect you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"have you told her yet?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"no."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"mm-hmm. being careful. biding your time. waiting for the perfect-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"edd";"and now our watch begins."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"gilly? little sam?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"they will be safe down in the crypt."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"if you want to join them."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"to protect them."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"everyone seems to forget that i was the first man to kill a white walker. i have killed thenns."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"edd";"thenn."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"i have saved gilly more than once. i stole a considerable number of books from the citadel library, survived the fist of the first men. you need me out there."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"edd";" , if that is what it is come to, we really are fucked."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";" , calling you ""fucked"" would not be strictly accurate."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"edd";"samwell tarly. slayer of white walkers. lover of ladies. as if we needed any more signs the world was ending."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"think back to where we started. us, grenn, pyp."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"now it is just us three."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"edd";"last man left, burn the rest of us."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i wish father  here."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i would love to see the look on his face when he realizes his two sons are about to die defending winterfell."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"that would be something to see."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i remember the first time we  here, the first time i saw this hall."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"mm."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"you  a golden lion. i was a drunken whore-monger. it was all so simple."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"it was not so simple. i was sleeping with my sister and you had one friend in the world who was sleeping with his sister."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i was speaking in relative terms."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"do you miss it?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"of course i miss it."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";" , my golden lion days are done, but whore-mongering is still an option for you."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"it is not. things would be easier if it ."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"the perils of self-betterment."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"oh! my lady."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"oh, we did not mean to interrupt. we  just looking for somewhere warm to-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"to contemplate your imminent death. you have come to the right place. you want some of this piss? it is not bad. it is not good either."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"podrick";"thank you, milord."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"i do not think that is wise."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"the battle might start at any moment."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"half cup."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"and you?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"no, thank you. i should try and get some sleep."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"you really think any of us are going to sleep tonight? join us."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"all right. just a bit."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";" , what do we have here?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"ser davos, join us."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"no, not for me, thanks. came here for this."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"i figured i could wait to die freezing my balls off out there or wait to die nice and warm in here."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"it could be our last night in this world, you know."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"yes, , i am glad you are here."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"here fighting with us. glad you survived eastwatch."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"would you like a drink?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"brought my own."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"they call you ""king killer."""
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"i am sure someone does."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"they call me ""giantsbane."" want to know why?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"i killed a giant when i was ten. then i climbed right into bed with his wife."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"when she woke up, you know what she did? suckled me at her teat for three months. thought i was her baby. that is how i got so strong. giant's milk."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"maybe i will have that drink."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sandor";"you never used to shut up. now you are just sitting there like a mute."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"guess i have changed."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"what are you doing up here?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sandor";"what is it look like?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"no, i mean, what are you doing up here? you joined the brotherhood. you went beyond the wall with jon. you are here now. why? when was the last time you fought for anyone but yourself?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sandor";"i fought for you, did not i?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sandor";"oh, for fuck's sake. may as  be at a bloody wedding."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"beric";"my lady. it is good to see you again. i am sorry we parted the way we did."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sandor";"was he on your list?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"for a little while."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"beric";"that is all right."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"beric";"the lord of light has brought us together all the same. this is his moment. when light-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sandor";"thoros is not here anymore, so i hope you are not about to give a sermon. because if you are, the lord of light's gonna wonder why he brought you back nineteen times just to watch you die when i chuck you over this fucking wall."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sandor";"where are you going?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"i am not spending my final hours with you two miserable old shits."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"that for me?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"this'll work."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"last time you saw me, you wanted me to come to winterfell. took the long road, but…"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"what did the red woman want with you?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"she wanted my blood for some kind of spell."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"why your blood?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"i am robert baratheon's bastard."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"i did not know until she told me. then she tied me up, stripped me down, put leeches all over me."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"was that your first time?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"no, yeah, i have never had leeches put all over my cock."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"your first time with a woman."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"what? i-i did not-i was not with her."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"  you with other girls before that in king's landing?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"or after?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"you do not remember?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"yes, i was."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"one? two? twenty?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";" , i did not keep count."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"yes, you did."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"three."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"we are probably going to die soon. i want to know what it is like before that happens."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"gendry baratheon";"arya, i-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"arya stark";"i am not the red woman. take your own bloody pants off."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"it is strange, is not it? almost everyone here's fought the starks at one time or another. and here we are in their castle, ready to defend it. together."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"at least we will die with honor."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i think we might live."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"i-i do. how many battles have we survived between us? ser davos seaworth. survivor of both the blackwater and the battle of the bastards."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"all without a shred of combat ability."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"mm. ser jaime lannister, fabled hero of the siege of pyke."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"fabled loser of the battle of whispering wood."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"hear, hear! ser brienne of tarth. defeated the hound in-pardon me, lady brienne."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"she is not a ser? you are not a knight?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"women can not be knights."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"why not?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"tradition."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"fuck tradition."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"brienne";"i do not even want to be a knight."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"i am no king. but if i , i would knight you ten times over."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"you do not need a king. any knight can make another knight."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"i will prove it."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"kneel, lady brienne."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"do you want to be a knight or not? kneel."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"in the name of the warrior, i charge you to be brave."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"in the name of the father, i charge you to be just."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"in the name of the mother, i charge you to defend the innocent."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"arise, brienne of tarth a knight of the seven kingdoms."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"ser brienne of tarth! knight of the seven kingdoms!"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"we have all we need to win this war."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"lyanna";"i have trained my men, women and children. i have fought before. i can fight again."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"please, listen to me. you are the future of our house."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"lyanna";"i do not need you to remind me of that."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"you will be safer in the crypt. these things we are fighting-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"lyanna";"i will not hide underground. i pledged to fight for the north, and i will fight."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"oh, i am sorry, i did not mean to-"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"lyann";"it is all right. we are done here."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"lyanna";"i wish you good fortune, cousin."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"thank you, my lady."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"what have you got there?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"it is called heartsbane. it is my family sword."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"you still have a family."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"yes. and i would love to defend them with it. but i can not really hold it upright. your father, he taught me how to be a man. how to do what is right. this is right. it is valyrian steel. i would be honored if you would take it."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jorah mormont";"i will wield it in his memory to guard the realms of men."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"i will see you when it is through."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"sam tarly";"i hope we win."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jaime lannister";"we would better get some rest."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"no, let us stay a bit longer."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"we are out of wine."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"how about a song? one of you must know one. ser davos?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"davos";"you will pray for a quick death."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"ser brienne?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tormund";"mm-mm."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"tyrion lannister";"mmm."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"podrick";"high in the halls of the kings who are gone, jenny would dance with her ghosts, the ones she had lost and the ones she had found and the ones who had loved her the most."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"podrick";"the ones who would been gone for so very long."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"podrick";"she could not remember their names. they spun her around on the damp old stones."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"podrick";"spun away all her sorrow and pain. and she never wanted to leave"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"podrick";"never wanted to leave. never wanted to leave. never wanted to leave."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"podrick";"never wanted to leave. never wanted to leave."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"who is that?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"lyanna stark."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"my brother, rhaegar, everyone told me he was decent and kind. he liked to sing. gave money to poor children. and he raped her."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"he did not. he loved her."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"they  married in secret. after rhaegar fell on the trident, she had a son. robert would have murdered the baby if he ever found out, and lyanna knew it. so the last thing she did, as she bled to death on her birthing bed, was give the boy to her brother, ned stark, to raise as his bastard."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"my name. my real name is aegon targaryen."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"that is impossible."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"i wish it ."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"who told you this?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"bran. he saw it."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"he saw it?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"and samwell confirmed it. he read about their marriage at the citadel without even knowing what it meant."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"a secret no one in the world knew except your brother and your best friend. does not seem strange to you?"
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"jon snow";"it is true, dany. i know it is."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"daenerys targaryen";"if it  true, it would make you the last male heir of house targaryen. you would have a claim to the iron throne."
"2019-04-21";"Season 8";"Episode 2";"A Knight of the Seven Kingdoms";"man";"form up! get yourselves back!"
"2019-04-28";"Season 8";"Episode 3";"The Long Night";"northman";"oi!"
